"","Name","Location","longitude","latitude","Description","More Info","Length.of.PC","Opening.Hours","Lighting.Hours","Accessibility"
"279","Alexandra Canal Linear Park","Margaret Dr Near Queenstown MRT","103.8055","1.296544","Built on top of a covered canal, Alexandra Canal Linear Park is a unique park connector linking Commonwealth Ave to Tanglin Road. It starts from Queenstown MRT Station and runs along Strathmore Estate before ending at Tanglin Road, where it leads to Alexandra Park Connector. Besides offering seamless connectivity, Alexandra Canal Linear Park features a vast array of fitness and play equipment for all ages, providing endless fun for the young and old. Avid skaters can also look forward to challenging themselves at the skate corner, which includes ramps and railings. ","Alexandra Canal Linear Park starts at Commonwealth Ave and runs along Strathmore Estate before ending at Tanglin Road.","1.4 km","24 hours daily","7.00pm to 7.00am","Entry to PC from Commonwealth Ave is not accessible to wheelchairs "
"280","Alexandra Canal Linear Park","Margaret Dr Near Queenstown Sec School","103.8140","1.294102","Built on top of a covered canal, Alexandra Canal Linear Park is a unique park connector linking Commonwealth Ave to Tanglin Road. It starts from Queenstown MRT Station and runs along Strathmore Estate before ending at Tanglin Road, where it leads to Alexandra Park Connector. Besides offering seamless connectivity, Alexandra Canal Linear Park features a vast array of fitness and play equipment for all ages, providing endless fun for the young and old. Avid skaters can also look forward to challenging themselves at the skate corner, which includes ramps and railings. ","Alexandra Canal Linear Park starts at Commonwealth Ave and runs along Strathmore Estate before ending at Tanglin Road.","1.4 km","24 hours daily","7.00pm to 7.00am","Entry to PC from Commonwealth Ave is not accessible to wheelchairs "
"281","Siglap Park Connector","Marine Parade Road","103.9185","1.307469","Siglap Park Connector runs partly along Siglap Canal and beside several housing estates. It also interlinks the parks in the region such as Bedok Reservoir Park, Bedok Town Park, Telok Kurau Park and East Coast Park. Park users also have the option to rent and return bicycles or rollerblades at any of the Park Connector Network Pit Stops along this park connector, two of which can be found in East Coast Park C4 and Telok Kurau Park. Siglap Park Connector forms the gateway to the Eastern Coastal Loop, allowing park users to cycle towards Tampines Park Connector and Bedok Park Connector which links up to the rest of the loop.Park Connector Network Pit Stops: 
1. East Coast Park Carpark 4
Address: 1030 East Coast Parkway
Opening Hours:
9am - 10pm (Monday - Friday)
9am - 11pm (Eve of Public Holidays)
8am - 11pm (Saturday)
8am - 10pm (Sunday / Public Holiday)Telok Kurau Park
Address: 151 Lorong J Telok Kurau, Singapore 423466
Opening Hours:
12pm - 7pm (Monday - Friday)
10am - 7pm (Weekend and Public Holidays)","Siglap Park Connector starts from Area C4 in East Coast Park, running across Marine Parade Road, East Coast Road, Changi Road, Sims Avenue East, Bedok North Road before ending at Bedok Reservoir Road.","7.6 km","24 hours daily","7.00pm to 7.00am","Over-head bridge across Bedok North Road has no ramp but cyclists can push their bicycles along the side of the bridge"
"282","Marsiling Park Connector","Marsiling Lane Near Woodlands Waterfront Park","103.7715","1.446286","The Marsiling Park Connector runs along Woodlands Centre, linking Woodlands Waterfront to Woodlands Town Garden.","Marsiling Park Connector starts at Woodlands Centre Point and runs along Marsiling Lane before ending at Admiralty Road West.","1.3 km","24 hours daily","7.00pm to 7.00am","Wheelchair friendly"
"283","Marsiling Park Connector","Marsiling Lane Near Admiralty Park","103.7715","1.448611","The Marsiling Park Connector runs along Woodlands Centre, linking Woodlands Waterfront to Woodlands Town Garden.","Marsiling Park Connector starts at Woodlands Centre Point and runs along Marsiling Lane before ending at Admiralty Road West.","1.3 km","24 hours daily","7.00pm to 7.00am","Wheelchair friendly"
"284","Pelton Canal Park Connector","Merpati Rd","103.8850","1.327196","Pelton Canal Park Connector links Kallang Park Connector to Balam Park Connector. It runs along Pelton Canal, passing through the industrial estates of Geylang Bahru and Kallang Way as well as residential areas in Upper Boon Keng, Paya Lebar Way and Circuit Road. It includes a wide shared track for both joggers and cyclists. You can dine at popular eateries such as Upper Boon Keng Food Centre and Circuit Road Food Centre. This park connector also allows convenient access to Kallang Riverside Park and Bishan-Ang Mo Kio Park.","Balam Park Connector starts at junction of Merpati Road and Circuit Road and runs along Pelton Canal before ending at Kallang PC (Upper Boon Keng Estate).","2.52 km","24 hours daily","7.00pm to 7.00am","Users will have to cross two overhead bridges over PIE and Aljunied Road, underpass at Upper Boon Keng Road and footbridge across Pelton Canal. Cyclists may push their bicycles up the bridge instead of carrying it up. They are also advised to dismount and push when using the underpass."
"285","Kallang Park Connector","Moonstone Lane","103.8660","1.327752","Stretching along the Kallang River, the Kallang Park Connector links Bishan-Ang Mo Kio Park to Kallang Riverside Park where you have the chance to see foraging birds, monitor lizards and squirrels along the riverbank. It takes you through several residential estates in the Central region – Bishan, Toa Payoh, Potong Pasir, Serangoon, Bendemeer, Upper Boon Keng and Kallang. 
Enjoy the lush greenery at Kolam Ayer Waterfront, part of PUB’s Active, Beautiful, Clean Waters programme, along Kallang River. This park connector also meets Whampoa Park Connector from Bendemeer Road, providing you with easy accessibility to Toa Payoh Town Park. To facilitate connectivity and create a more seamless walking and cycling experience, URA will be carrying out infrastructure improvements along the Kallang Park Connector from Q3 2021 to Q2 2023.Improvements at other crossings (Kallang Bahru and PIE) will be implemented at a later date. For more information, please visit URA's page.","Kallang Park Connector starts at Bishan Road and runs along Kallang River before ending at Sims Ave","7.87 km","24 hours daily","7.00pm to 7.00am","Users will have to cross four overhead bridges over Braddell Road, PIE, Serangoon Road and Bendemeer Road and some non-barrier free crossing across Kallang River and road junctions. Cyclist may push or/and carry their bicycles up the bridges and steps."
"286","Ulu Pandan Park Connector","Mount Sinai Rise","103.7758","1.315227","Starting from Commonwealth Ave West, Ulu Pandan Park Connector runs through the Ghim Moh estates, Dover MRT station and the Holland Grove estates. Crossing Clementi Road, it links back to cut across the Clementi and Sunset estates, before leading you towards Ayer-Rajah Expressway (AYE). Thereafter, continue to follow the Ulu Pandan Park Connector up north and it will eventually lead you to the Pan Island Expressway (PIE), completing the 7.1KM walk.Keep your eyes and ears peeled for the Red-Capped Woodpeckers, Kingfishers, as well as the White Egrets that might dart into the canal for a drink. Try to catch sight of the tall Grey Heron (Andrea cinerea) that wades slowly in the shallow waters of Sungei Ulu Pandan while using its bill to prey on fish. You might also catch sight of the magnificent Purple Neck Heron perching on the opposite bank of Sungei Ulu Pandan. Certain sections along the Park Connector are covered in lush greenery, providing a rustic charm. During the flowering season of Tabebuia rosea, visitors will be welcomed by the colourful sight of flowering trees such as Callerya atropurpurea and Saraca thaipingensis, which features yellow flower blooms on its tree trunk and branches.","Ulu Pandan Park Connector starts at Commonwealth Ave West and runs along the Sungei Ulu Pandan Canal before ending at Pan Island Expressway.","7.1 km","24 hours daily","7.00pm to 7.00am","Wheelchairs able to access from the Elevated PC at International Business Park, Wheelchair users are able to access from the Ghim Moh Link estate. By MRT Alight at Buona Vista Station Exit C or Dover Station"
"287","Geylang Park Connector","Mountbatten Rd","103.8838","1.304220",NA,"Geylang Park Connector starts at Guillemard Road (near Grandlink Square) and crosses over Mountbatten Road before ending at Tanjong Rhu Bridge flyover","3.68 km","24 hours daily","7.00pm to 7.00am","Wheelchair accessible but crosses one overhead bridge with barrier-access free ramp along Mountbatten Road"
"288","Loyang Park Connector","Netheravon Road","103.9870","1.390567","Beginning at the junction of Loyang Avenue and Pasir Ris Dr 3, the Loyang Park Connector runs along Loyang Avenue before passing by Loyang Industrial Park and the SIA Engine Test Centre and ending at Changi Village. You can rent a bicycle or a pair of in-line roller blades at the nearest available Park Connector Network Pit Stop, which is next to Changi Beach Park Car Park 7.","Loyang Park Connector starts the junction of Loyang Avenue and Pasir Ris Drive 3 and runs along Loyang Avenue, Cranwell Road and Netheravon Road before ending at Changi Village Road.","3.5 km","24 hours daily","7.00pm to 7.00am",NA
"289","Bukit Timah Park Connector","Old Jurong Road","103.7658","1.347396","The Bukit Timah Park Connector links Bukit Timah Nature Reserve to Bukit Batok Nature Park. Nature lovers can look forward to a day of discovery as they explore the many trails and sights at Bukit Timah Nature Reserve, before heading along the Bukit Timah park connector to Bukit Batok Nature Park. The route also takes you past the Old Bukit Timah Fire Station. Upon reaching Bukit Batok Nature Reserve, you can take a break and enjoy the spectacular views of the Quarry. ","Bukit Timah Park Connector starts at Hindhede Drive.  It runs along Upper Bukit Timah Rd and Old Jurong Rd before ending right at Bukit Batok Nature Park.","1.6 km","24 hours daily","7.00pm to 7.00am",NA
"290","Pandan Gardens Park Connector","Pandan Gardens","103.7506","1.319872","Extending from West Coast Road to Ulu Pandan Park Connector Bridge, Pandan Gardens Park Connector runs through residential areas and links to the Pandan Reservoir and Pandan Reservoir Fitness Corner. It is a great place for joggers who want to enjoy a short and comfortable run or even amateur skaters looking for relatively flat terrains. Pandan Garden Park Connector also joins the Ulu Pandan Park Connector via Singapore’s first elevated Park Connector bridge (Ulu Pandan Park Connector Bridge).","Pandan Gardens Park Connector starts at West Coast Road and ends at Ulu Pandan Park Connector Bridge.","0.4km","24 hours daily","7.00pm-7.00am",NA
"291","Pasir Ris Park Connector","Pasir Ris Close","103.9563","1.375596","Pasir Ris Park Connector runs along Pasir Ris Drive 3 through to several housing estates and schools in Pasir Ris before ending at the junction of Pasir Ris Drive 3 and Loyang Park Connector.","Pasir Ris Park Connector starts and runs along Pasir Ris Drive 3 before ending at the junction of Pasir Ris Drive 3 and Loyang Avenue","2.4 km","24 hours daily","7.00pm to 7.00am",NA
